code,name,specialty,schemes,cap_inr,length_of_stay_days,notes,source
SC032E,Class hysterctomy II radical + BPLND,Oncology,PMJAY,53600,3,Class hysterctomy II radical + BPLND,pmjay_hbp_2022
SC032F,Class hysterctomy III radical + BPLND,Oncology,PMJAY,53600,3,Class hysterctomy III radical + BPLND,pmjay_hbp_2022
SC032G,Hysterectomy + bilateral salpingoophorectomy + omentectomy + peritonectomy an...,Oncology,PMJAY,88100,3,Hysterectomy + bilateral salpingoophorectomy + omentectomy + peritonectomy and organ resections,pmjay_hbp_2022
SC033A,Radical vaginectomy,Oncology,PMJAY,48100,3,Radical vaginectomy,pmjay_hbp_2022
SC034A,Vulvectomy + reconstruction procedures,Oncology,PMJAY,72500,3,Vulvectomy + reconstruction procedures,pmjay_hbp_2022
SC035A,Radical Trachelectomy,Oncology,PMJAY,59700,3,Radical Trachelectomy,pmjay_hbp_2022
SC036A,Anterior + Posterior approach,Oncology,PMJAY,143000,3,Anterior + Posterior approach,pmjay_hbp_2022
SC036B,Posterior approach,Oncology,PMJAY,122400,3,Posterior approach,pmjay_hbp_2022
SC037A,Resection of nasopharyngeal tumour,Oncology,PMJAY,70100,3,Resection of nasopharyngeal tumour,pmjay_hbp_2022
SC038A,Total Pharyngectomy,Oncology,PMJAY,67400,3,Total Pharyngectomy,pmjay_hbp_2022
SC039A,Parapharyngeal Excision Tumour,Oncology,PMJAY,47800,3,Parapharyngeal Excision Tumour,pmjay_hbp_2022
SC040A,Partial laryngectomy (voice preserving),Oncology,PMJAY,94500,3,Partial laryngectomy (voice preserving),pmjay_hbp_2022
SC040B,Total Laryngectomy,Oncology,PMJAY,94100,3,Total Laryngectomy,pmjay_hbp_2022
SC041A,Tracheal resection,Oncology,PMJAY,65900,3,Tracheal resection,pmjay_hbp_2022
SC042A,Tracheal / Carinal resection,Oncology,PMJAY,96800,3,Tracheal / Carinal resection,pmjay_hbp_2022
SC043A,Tracheal Stenosis (End to end Anastamosis) (Throat),Oncology,PMJAY,50000,3,Tracheal Stenosis (End to end Anastamosis) (Throat),pmjay_hbp_2022
SC044A,Central airway tumour debulking,Oncology,PMJAY,35100,3,Central airway tumour debulking,pmjay_hbp_2022
SC045A,Diagnostic thoracoscopy,Oncology,PMJAY,25900,3,Diagnostic thoracoscopy,pmjay_hbp_2022
SC046A,Sleeve resection of lung cancer,Oncology,PMJAY,114800,3,Sleeve resection of lung cancer,pmjay_hbp_2022
SC047A,Diagnostic,Oncology,PMJAY,54000,3,Diagnostic,pmjay_hbp_2022
SC047B,Staging,Oncology,PMJAY,54000,3,Staging,pmjay_hbp_2022
SC048A,Chest Wall Tumour Excision,Oncology,PMJAY,109800,3,Chest Wall Tumour Excision,pmjay_hbp_2022
SC048B,Removal of chest wall tumour with reconstruction,Oncology,PMJAY,124200,3,Removal of chest wall tumour with reconstruction,pmjay_hbp_2022
SC049A,Pleurectomy Decortication,Oncology,PMJAY,64200,3,Pleurectomy Decortication,pmjay_hbp_2022
SC050A,Chamberlain procedure,Oncology,PMJAY,30700,3,Chamberlain procedure,pmjay_hbp_2022
SC051A,Extrapleural pneumonectomy,Oncology,PMJAY,108200,3,Extrapleural pneumonectomy,pmjay_hbp_2022
SC052A,Pneumonectomy,Oncology,PMJAY,95100,3,Pneumonectomy,pmjay_hbp_2022
SC053A,Lung metastectomy- Open,Oncology,PMJAY,73900,3,Lung metastectomy- Open,pmjay_hbp_2022
SC053B,VATS,Oncology,PMJAY,73900,3,VATS,pmjay_hbp_2022
SC054A,Thoracostomy,Oncology,PMJAY,29600,3,Thoracostomy,pmjay_hbp_2022
SC055A,Mediastinal lymphadenectomy- Open,Oncology,PMJAY,98400,3,Mediastinal lymphadenectomy- Open,pmjay_hbp_2022
SC055B,Video - assisted,Oncology,PMJAY,98400,3,Video - assisted,pmjay_hbp_2022
SC056A,Mediastinal mass excision with lung resection,Oncology,PMJAY,101700,3,Mediastinal mass excision with lung resection,pmjay_hbp_2022
SC057A,Segmental resection of lung-Open,Oncology,PMJAY,87000,3,Segmental resection of lung-Open,pmjay_hbp_2022
SC057B,Thoracoscopic,Oncology,PMJAY,87000,3,Thoracoscopic,pmjay_hbp_2022
SC058A,Wedge Open resection lung-,Oncology,PMJAY,100000,3,Wedge Open resection lung-,pmjay_hbp_2022
SC058B,Thoracoscopic,Oncology,PMJAY,100000,3,Thoracoscopic,pmjay_hbp_2022
SC059A,Breast conserving surgery (lumpectomy + axillary surgery),Oncology,PMJAY,61500,3,Breast conserving surgery (lumpectomy + axillary surgery),pmjay_hbp_2022
SC059B,Breast conserving surgery with Oncoplasty,Oncology,PMJAY,56600,3,Breast conserving surgery with Oncoplasty,pmjay_hbp_2022
SC060A,Axillary Sampling / Sentinel Node Biopsy,Oncology,PMJAY,25900,1,Axillary Sampling / Sentinel Node Biopsy,pmjay_hbp_2022
SC061A,Axillary dissection,Oncology,PMJAY,32200,3,Axillary dissection,pmjay_hbp_2022
SC062A,Scalp tumour excision with skull bone excision,Oncology,PMJAY,44500,3,Scalp tumour excision with skull bone excision,pmjay_hbp_2022
SC063A,Neuroblastoma Excision,Oncology,PMJAY,105700,3,Neuroblastoma Excision,pmjay_hbp_2022
SC064A,Growth - Squamous,Oncology,PMJAY,56300,3,Growth - Squamous,pmjay_hbp_2022
SC064B,Growth - Basal,Oncology,PMJAY,56300,3,Growth - Basal,pmjay_hbp_2022
SC064C,Injury,Oncology,PMJAY,56300,3,Injury,pmjay_hbp_2022
SC065A,Neck dissection - comprehensive,Oncology,PMJAY,33300,3,Neck dissection - comprehensive,pmjay_hbp_2022
SC066A,Benign Soft Tissue Tumour - Excision (Small),Oncology,PMJAY,19300,3,Benign Soft Tissue Tumour - Excision (Small),pmjay_hbp_2022
SC067A,Malignant Soft Tissue Tumour (Small)- Excision (New procedure),Oncology,PMJAY,51000,3,Malignant Soft Tissue Tumour (Small)- Excision (New procedure),pmjay_hbp_2022
SC068A,Myocutaneous flap,Oncology,PMJAY,65300,3,Myocutaneous flap,pmjay_hbp_2022
SC068B,Fasciocutaneous flap,Oncology,PMJAY,65300,3,Fasciocutaneous flap,pmjay_hbp_2022
SC069A,Rotationplasty,Oncology,PMJAY,80100,3,Rotationplasty,pmjay_hbp_2022
SC070A,Bone tumors / soft tissue sarcomas,Oncology,PMJAY,52800,3,Bone tumors / soft tissue sarcomas: surgery,pmjay_hbp_2022
SC071A,Complete,Oncology,PMJAY,97100,3,Complete,pmjay_hbp_2022
SC071B,Partial,Oncology,PMJAY,67600,3,Partial,pmjay_hbp_2022
SC072A,Vertebral Tumour Excision and Reconstruction,Oncology,PMJAY,100000,3,Vertebral Tumour Excision and Reconstruction,pmjay_hbp_2022
SC073A,Microvascular reconstruction (free flaps),Oncology,PMJAY,72600,3,Microvascular reconstruction (free flaps),pmjay_hbp_2022
SC074A,Vascular reconstruction,Oncology,PMJAY,95300,3,Vascular reconstruction,pmjay_hbp_2022
SC075A,Curopsy / Sclerotherapy,Oncology,PMJAY,27900,3,Curopsy / Sclerotherapy,pmjay_hbp_2022
SC076A,Chemo Port Insertion,Oncology,PMJAY,24000,1,Chemo Port Insertion,pmjay_hbp_2022
SC077A,Posterior Exenteration (Gynaec),Oncology,PMJAY,101100,3,Posterior Exenteration (Gynaec),pmjay_hbp_2022
SC078A,Bilateral pelvic lymph Node Dissection (BPLND),Oncology,PMJAY,56100,3,Bilateral pelvic lymph Node Dissection (BPLND),pmjay_hbp_2022
SC079A,Head & Neck Flap Cutting any type,Oncology,PMJAY,24000,3,Head & Neck Flap Cutting any type,pmjay_hbp_2022
SC081A,Cytoreductive surgery for ovarian cancer,Oncology,PMJAY,90800,3,Cytoreductive surgery for ovarian cancer,pmjay_hbp_2022
SC082A,Wide Excision- Oral Cavity Malignancy,Oncology,PMJAY,49000,3,Wide Excision- Oral Cavity Malignancy,pmjay_hbp_2022
SE037A,Exenteration,Oncology,PMJAY,23700,3,Exenteration,pmjay_hbp_2022
SB026E,Hand,Oncology,PMJAY,27000,3,Hand,pmjay_hbp_2022
SB026F,Foot,Oncology,PMJAY,27000,3,Foot,pmjay_hbp_2022
SB041A,Bone Tumour Excision + reconstruction,Oncology,PMJAY,37500,3,Bone Tumour Excision + reconstruction,pmjay_hbp_2022
SG001A,Oesophagectomy,Oncology,PMJAY,125000,3,Oesophagectomy,pmjay_hbp_2022
SG003C,Partial Carcinoma Gastrectomy for,Oncology,PMJAY,43500,3,Partial Carcinoma Gastrectomy for,pmjay_hbp_2022
SG003D,Subtotal Carcinoma Gastrectomy for,Oncology,PMJAY,43500,3,Subtotal Carcinoma Gastrectomy for,pmjay_hbp_2022
SG003E,Total Gastrectomy - Lap,Oncology,PMJAY,81300,3,Total Gastrectomy - Lap.,pmjay_hbp_2022
SG003F,Total Gastrectomy - Open,Oncology,PMJAY,81300,3,Total Gastrectomy - Open,pmjay_hbp_2022
SG0106A,Subtotal Colectomy- Open,Oncology,PMJAY,34900,3,Subtotal Colectomy- Open,pmjay_hbp_2022
SG0106B,Lap,Oncology,PMJAY,34900,3,Lap,pmjay_hbp_2022
SG010A,Gastrojejunostomy,Oncology,PMJAY,30000,3,Gastrojejunostomy,pmjay_hbp_2022
SG012A,Feeding Jejunostomy,Oncology,PMJAY,15000,3,Feeding Jejunostomy,pmjay_hbp_2022
SG020A,Total Colectomy- Open,Oncology,PMJAY,48300,3,Total Colectomy- Open,pmjay_hbp_2022
SG020B,Lap,Oncology,PMJAY,48300,3,Lap,pmjay_hbp_2022
SG021A,Hemi Open colectomy Right-,Oncology,PMJAY,35200,3,Hemi Open colectomy Right-,pmjay_hbp_2022
SG021B,Right- Lap,Oncology,PMJAY,35200,3,Right- Lap,pmjay_hbp_2022
SG021C,Hemi Open colectomy Left-,Oncology,PMJAY,35200,3,Hemi Open colectomy Left-,pmjay_hbp_2022
SG021D,Left- Lap,Oncology,PMJAY,35200,3,Left- Lap,pmjay_hbp_2022
SG023A,Colostomy,Oncology,PMJAY,20000,3,Colostomy,pmjay_hbp_2022
SG024A,Closure of stoma,Oncology,PMJAY,16700,3,Closure of stoma,pmjay_hbp_2022
SG028A,Rectal Polyp Excision,Oncology,PMJAY,10000,3,Rectal Polyp Excision,pmjay_hbp_2022
SG029A,Anterior Resection of rectum- Open,Oncology,PMJAY,50000,3,Anterior Resection of rectum- Open,pmjay_hbp_2022
SG029B,Lap,Oncology,PMJAY,50000,3,Lap,pmjay_hbp_2022
SG037A,Hepatic Resection- Open,Oncology,PMJAY,37500,3,Hepatic Resection- Open,pmjay_hbp_2022
SG037B,Lap,Oncology,PMJAY,37500,3,Lap,pmjay_hbp_2022
SG043A,Bypass - Inoperable Pancreas,Oncology,PMJAY,62500,3,Bypass - Inoperable Pancreas,pmjay_hbp_2022
SG044A,Distal Pancreatectomy/Pancreati co Jejunostomy with/without spleenlectomy,Oncology,PMJAY,44600,3,Distal Pancreatectomy/Pancreati co Jejunostomy with/without spleenlectomy,pmjay_hbp_2022
SG045A,PancreaticoDuodenectom y (Whipple's),Oncology,PMJAY,125000,3,PancreaticoDuodenectom y (Whipple's),pmjay_hbp_2022
SG049A,Retroperitoneal Tumor – Excision,Oncology,PMJAY,39200,3,Retroperitoneal Tumor – Excision,pmjay_hbp_2022
SG059A,Orchidectomy,Oncology,PMJAY,12000,3,Orchidectomy,pmjay_hbp_2022
SG061A,Estlander Operation (lip),Oncology,PMJAY,18500,3,Estlander Operation (lip),pmjay_hbp_2022
SG062A,Wedge Excision,Oncology,PMJAY,25100,3,Wedge Excision,pmjay_hbp_2022
SG062B,Wedge Excision and Vermilionectomy,Oncology,PMJAY,37500,3,Wedge Excision and Vermilionectomy,pmjay_hbp_2022
SG062C,Cheek advancement,Oncology,PMJAY,37500,3,Cheek advancement,pmjay_hbp_2022
SG063A,Complete Excision of Growth from Tongue only (inclusive of Histopathology),Oncology,PMJAY,20900,3,Complete Excision of Growth from Tongue only (inclusive of Histopathology),pmjay_hbp_2022
SG064A,Excision of Growth from Tongue with neck node dissection,Oncology,PMJAY,39200,3,Excision of Growth from Tongue with neck node dissection,pmjay_hbp_2022
SG066A,Submandibular Mass Excision,Oncology,PMJAY,25000,3,Submandibular Mass Excision,pmjay_hbp_2022
SG067A,Radical Neck Dissection,Oncology,PMJAY,33700,3,Radical Neck Dissection,pmjay_hbp_2022
SG069A,Carotid Body tumour - Excision,Oncology,PMJAY,37500,3,Carotid Body tumour - Excision,pmjay_hbp_2022
SG070A,Hemi thyroidectomy,Oncology,PMJAY,26300,3,Hemi thyroidectomy,pmjay_hbp_2022
SG070B,Total thyroidectomy,Oncology,PMJAY,26300,3,Total thyroidectomy,pmjay_hbp_2022
SG070C,Total Block Thyroidectomy Dissection with,Oncology,PMJAY,43600,3,Total Block Thyroidectomy Dissection with,pmjay_hbp_2022
SG071A,Excision of Parathyroid Adenoma/Carcinoma,Oncology,PMJAY,25000,3,Excision of Parathyroid Adenoma/Carcinoma,pmjay_hbp_2022
SG074A,Breast Lump Excision (Benign),Oncology,PMJAY,10000,3,Breast Lump Excision (Benign),pmjay_hbp_2022
SG075A,Simple Mastectomy,Oncology,PMJAY,25000,3,Simple Mastectomy,pmjay_hbp_2022
SG075B,Radical Mastectomy / Modified Radical,Oncology,PMJAY,32900,3,Radical Mastectomy / Modified Radical,pmjay_hbp_2022
SG087A,Flap Reconstructive Surgery,Oncology,PMJAY,36100,3,Flap Reconstructive Surgery,pmjay_hbp_2022
SG091A,Skin Flaps - Rotation Flaps,Oncology,PMJAY,28800,3,Skin Flaps - Rotation Flaps,pmjay_hbp_2022
SL004A,Simple,Oncology,PMJAY,28000,3,Simple,pmjay_hbp_2022
SL004B,Radical,Oncology,PMJAY,28000,3,Radical,pmjay_hbp_2022
SL005A,Unilateral,Oncology,PMJAY,7600,3,Unilateral,pmjay_hbp_2022
SL005B,Bilateral,Oncology,PMJAY,7600,3,Bilateral,pmjay_hbp_2022
SL021A,Total Parotidectomy,Oncology,PMJAY,28200,3,Total Parotidectomy,pmjay_hbp_2022
SL021B,Superficial Parotidectomy,Oncology,PMJAY,23800,3,Superficial Parotidectomy,pmjay_hbp_2022
SL027A,Selective Benign neck tumour excision,Oncology,PMJAY,23500,3,Selective Benign neck tumour excision,pmjay_hbp_2022
SL027B,Comprehensive Benign neck tumour excision,Oncology,PMJAY,23500,3,Comprehensive Benign neck tumour excision,pmjay_hbp_2022
SL027C,Selective Pharyngeal diverticulum excision,Oncology,PMJAY,23500,3,Selective Pharyngeal diverticulum excision,pmjay_hbp_2022
SL027D,Comprehensive Pharyngeal diverticulum excision,Oncology,PMJAY,23500,3,Comprehensive Pharyngeal diverticulum excision,pmjay_hbp_2022
SL020A,Excision of tumour of oral cavity / paranasal sinus / laryngopharynx without ...,Oncology,PMJAY,12500,3,Excision of tumour of oral cavity / paranasal sinus / laryngopharynx without reconstruction,pmjay_hbp_2022
SL020B,Excision of tumour of oral cavity / paranasal sinus / laryngopharynx with ped...,Oncology,PMJAY,45700,3,Excision of tumour of oral cavity / paranasal sinus / laryngopharynx with pedicled flap reconstruction,pmjay_hbp_2022
SL020C,Excision of tumour of oral cavity / paranasal sinus / laryngopharynx with fre...,Oncology,PMJAY,31300,3,Excision of tumour of oral cavity / paranasal sinus / laryngopharynx with free flap reconstruction,pmjay_hbp_2022
SL025A,Open laryngeal framework surgery / Thyroplasty,Oncology,PMJAY,5000,3,Open laryngeal framework surgery / Thyroplasty,pmjay_hbp_2022
SL029A,Endoscopic CSF Rhinorrhea Repair,Oncology,PMJAY,32500,3,Endoscopic CSF Rhinorrhea Repair,pmjay_hbp_2022
SL029B,Optic nerve decompression,Oncology,PMJAY,31900,3,Optic nerve decompression,pmjay_hbp_2022
SL029C,Orbital decompression,Oncology,PMJAY,31900,3,Orbital decompression,pmjay_hbp_2022
SL029D,Craniofacial resection,Oncology,PMJAY,31900,3,Craniofacial resection,pmjay_hbp_2022
SL029E,Maxillary swing,Oncology,PMJAY,31900,3,Maxillary swing,pmjay_hbp_2022
SL030A,Endoscopic Hypophysectomy,Oncology,PMJAY,49800,3,Endoscopic Hypophysectomy,pmjay_hbp_2022
SL030B,Clival tumour excision,Oncology,PMJAY,49800,3,Clival tumour excision,pmjay_hbp_2022
SL031A,Subtotal petrosectomy,Oncology,PMJAY,30900,3,Subtotal petrosectomy,pmjay_hbp_2022
SL031B,Post-traumatic nerve facial decompression,Oncology,PMJAY,30900,3,Post-traumatic nerve facial decompression,pmjay_hbp_2022
SL031C,CSF Otorrhoea repair,Oncology,PMJAY,30900,3,CSF Otorrhoea repair,pmjay_hbp_2022
SL032A,Fisch approach,Oncology,PMJAY,49900,3,Fisch approach,pmjay_hbp_2022
SL032B,Translabyrinthine approach,Oncology,PMJAY,49900,3,Translabyrinthine approach,pmjay_hbp_2022
SL032C,Transcochlear approach,Oncology,PMJAY,49900,3,Transcochlear approach,pmjay_hbp_2022
SL032D,Temporal Bone resection,Oncology,PMJAY,49900,3,Temporal Bone resection,pmjay_hbp_2022
SO002A,Laparotomy and proceed for Omentomy Ovarian with Cancers,Oncology,PMJAY,38000,3,Laparotomy and proceed for Omentomy Ovarian with Cancers. Bilateral Salpingo-oophorectomy,pmjay_hbp_2022
SO003A,Laparoscopic tubal surgeries (for any indication including ectopic pregnancy),Oncology,PMJAY,13900,3,Laparoscopic tubal surgeries (for any indication including ectopic pregnancy),pmjay_hbp_2022
SO004A,Procedure on Fallopian Tube for establishing Tubal Patency,Oncology,PMJAY,11600,3,Procedure on Fallopian Tube for establishing Tubal Patency,pmjay_hbp_2022
SC032A,Class I radical hysterectomy salpingoophorectomy + bilateral + BPLND - Lap,Oncology,PMJAY,53600,3,Class I radical hysterectomy salpingoophorectomy + bilateral + BPLND - Lap.,pmjay_hbp_2022
SC032B,Class I radical hysterectomy salpingoophorectomy + bilateral + BPLND - Open,Oncology,PMJAY,53600,3,Class I radical hysterectomy salpingoophorectomy + bilateral + BPLND - Open,pmjay_hbp_2022
SC032C,Class I radical Hysterectomy salpingoophorectomy +/- bilateral - Lap,Oncology,PMJAY,38500,3,Class I radical Hysterectomy salpingoophorectomy +/- bilateral - Lap.,pmjay_hbp_2022
SC032D,Class I radical Hysterectomy salpingoophorectomy +/- bilateral - Open,Oncology,PMJAY,38500,3,Class I radical Hysterectomy salpingoophorectomy +/- bilateral - Open,pmjay_hbp_2022
SC032E,Class hysterctomy II radical + BPLND,Oncology,PMJAY,53600,3,Class hysterctomy II radical + BPLND,pmjay_hbp_2022
SC032F,Class hysterctomy III radical + BPLND,Oncology,PMJAY,53600,3,Class hysterctomy III radical + BPLND,pmjay_hbp_2022
SC032G,Hysterectomy + bilateral salpingoophorectomy + omentectomy + peritonectomy an...,Oncology,PMJAY,88100,3,Hysterectomy + bilateral salpingoophorectomy + omentectomy + peritonectomy and organ resections,pmjay_hbp_2022
SC034A,Vulvectomy + reconstruction procedures,Oncology,PMJAY,72500,3,Vulvectomy + reconstruction procedures,pmjay_hbp_2022
SU075A,Urethrovaginal fistula repair,Gynaecology,PMJAY,50000,3,Urethrovaginal fistula repair,pmjay_hbp_2022
SU090A,Radical Retroperitoneal lymph node dissection- Open,Oncology,PMJAY,49800,3,Radical Retroperitoneal lymph node dissection- Open,pmjay_hbp_2022
SU090B,Radical Retroperitoneal lymph node dissection - Lap,Oncology,PMJAY,50700,3,Radical Retroperitoneal lymph node dissection - Lap.,pmjay_hbp_2022
SU003A,Nephrectomy pathology - Open For Benign,Oncology,PMJAY,41100,3,Nephrectomy pathology - Open For Benign,pmjay_hbp_2022
SU003B,Nephrectomy pathology - Lap,Oncology,PMJAY,45800,3,Nephrectomy pathology - Lap. -For Benign,pmjay_hbp_2022
SU003C,Nephrectomy- (Renal tumor) - Radical Open,Oncology,PMJAY,41100,3,Nephrectomy- (Renal tumor) - Radical Open,pmjay_hbp_2022
SU003D,Nephrectomy- (Renal tumor) - Radical Lap,Oncology,PMJAY,45800,3,Nephrectomy- (Renal tumor) - Radical Lap.,pmjay_hbp_2022
SU004A,Nephrectomy - Partial or Hemi-Open,Oncology,PMJAY,54500,3,Nephrectomy - Partial or Hemi-Open,pmjay_hbp_2022
SU004B,Nephrectomy - Partial or Hemi- Lap,Oncology,PMJAY,57800,3,Nephrectomy - Partial or Hemi- Lap.,pmjay_hbp_2022
SU010A,Nephro ureterectomy (Benign)-Open,Oncology,PMJAY,41100,3,Nephro ureterectomy (Benign)-Open,pmjay_hbp_2022
SU010B,Nephro ureterectomy (Benign) - Lap,Oncology,PMJAY,45800,3,Nephro ureterectomy (Benign) - Lap.,pmjay_hbp_2022
SU011A,Nephro ureterectomy with cuff of bladder-Open,Oncology,PMJAY,41100,3,Nephro ureterectomy with cuff of bladder-Open,pmjay_hbp_2022
SU011B,Nephro ureterectomy with cuff of bladder Lap,Oncology,PMJAY,45800,3,Nephro ureterectomy with cuff of bladder Lap.,pmjay_hbp_2022
SE042A,Optic neuritis,Paediatrics,PMJAY,2100,3,Optic neuritis,pmjay_hbp_2022
SE001A,Ptosis Surgery,Ophthalmology,PMJAY,8000,3,Ptosis Surgery,pmjay_hbp_2022
SE002A,Entropion correction,Ophthalmology,PMJAY,6600,3,Entropion correction,pmjay_hbp_2022
SE003A,Ectropion correction,Ophthalmology,PMJAY,6500,3,Ectropion correction,pmjay_hbp_2022
SE004A,Lid Tear Repair,Ophthalmology,PMJAY,7700,3,Lid Tear Repair,pmjay_hbp_2022
SE005A,Lid Abscess Drainage,Ophthalmology,PMJAY,5700,3,Lid Abscess Drainage,pmjay_hbp_2022
SE006A,Lid Tumor excision + Lid Reconstruction,Ophthalmology,PMJAY,14000,3,Lid Tumor excision + Lid Reconstruction,pmjay_hbp_2022
SE007A,Chalazion Removal,Ophthalmology,PMJAY,2000,3,Chalazion Removal,pmjay_hbp_2022
SE008A,Minor - upto 2 muscles,Ophthalmology,PMJAY,4100,3,Minor - upto 2 muscles,pmjay_hbp_2022
SE008B,Major - 3 or more muscles (complex involving four surgery muscles or oblique ...,Ophthalmology,PMJAY,12000,3,Major - 3 or more muscles (complex involving four surgery muscles or oblique muscles),pmjay_hbp_2022
SE009A,Conjunctival tumour excision including Amniotic Membrane Graft,Ophthalmology,PMJAY,7000,3,Conjunctival tumour excision including Amniotic Membrane Graft,pmjay_hbp_2022
SE010A,Canaliculo Dacryocystorhinostomy with Silicon Tube / Stent,Ophthalmology,PMJAY,12500,3,Canaliculo Dacryocystorhinostomy with Silicon Tube / Stent,pmjay_hbp_2022
SE010B,Canaliculo Dacryocystorhinostomy without Silicon Tube / Stent,Ophthalmology,PMJAY,10000,3,Canaliculo Dacryocystorhinostomy without Silicon Tube / Stent,pmjay_hbp_2022
SE010C,Dacryocystorhinostomy with Silicon Tube / Stent,Ophthalmology,PMJAY,12500,3,Dacryocystorhinostomy with Silicon Tube / Stent,pmjay_hbp_2022
SE010D,Dacryocystorhinostomy without Silicon Tube / Stent,Ophthalmology,PMJAY,10000,3,Dacryocystorhinostomy without Silicon Tube / Stent,pmjay_hbp_2022
SE011A,Corneal Management Ulcer,Ophthalmology,PMJAY,5000,3,Corneal Management Ulcer,pmjay_hbp_2022
SE012A,Corneal Grafting,Ophthalmology,PMJAY,13700,3,Corneal Grafting,pmjay_hbp_2022
SE012C,Lamellar Keratoplasty,Ophthalmology,PMJAY,17200,3,Lamellar Keratoplasty,pmjay_hbp_2022
SE013A,Corneal Crosslinking Collagen,Ophthalmology,PMJAY,17500,3,Corneal Crosslinking Collagen,pmjay_hbp_2022
SE014A,Pterygium Autograft + Conjunctival,Ophthalmology,PMJAY,11700,3,Pterygium Autograft + Conjunctival,pmjay_hbp_2022
SE015A,Corneo / Scleral / Corneo scleral tear repair,Ophthalmology,PMJAY,7500,3,Corneo / Scleral / Corneo scleral tear repair,pmjay_hbp_2022
SE016A,Corneal / Scleral Patch Graft,Ophthalmology,PMJAY,7300,3,Corneal / Scleral Patch Graft,pmjay_hbp_2022
SE017A,Scleral buckling surgery,Ophthalmology,PMJAY,24700,3,Scleral buckling surgery,pmjay_hbp_2022
SE018A,Scleral Buckle Removal,Ophthalmology,PMJAY,6900,3,Scleral Buckle Removal,pmjay_hbp_2022
SE019A,Limbal Dermoid Removal,Ophthalmology,PMJAY,2500,3,Limbal Dermoid Removal,pmjay_hbp_2022
SE020A,Phaco emulsification with foldable hydrophobic acrylic IOL,Ophthalmology,PMJAY,4500,3,Phaco emulsification with foldable hydrophobic acrylic IOL,pmjay_hbp_2022
SE020B,SICS with non-foldable IOL,Ophthalmology,PMJAY,4000,3,SICS with non-foldable IOL,pmjay_hbp_2022
SE021A,Paediatric lensectomy,Ophthalmology,PMJAY,11500,3,Paediatric lensectomy,pmjay_hbp_2022
SE021B,Pediatric lens aspiration with posterior capsulotomy & anterior vitrectomy,Ophthalmology,PMJAY,11500,3,Pediatric lens aspiration with posterior capsulotomy & anterior vitrectomy,pmjay_hbp_2022
SE021C,Paediatric Membranectomy & anterior vitrectomy,Ophthalmology,PMJAY,10000,3,Paediatric Membranectomy & anterior vitrectomy,pmjay_hbp_2022
SE022A,Capsulotomy (YAG),Ophthalmology,PMJAY,1900,3,Capsulotomy (YAG),pmjay_hbp_2022
SE023A,SFIOL (inclusive of Vitrectomy),Ophthalmology,PMJAY,18800,3,SFIOL (inclusive of Vitrectomy),pmjay_hbp_2022
SE024A,Secondary IOL / IOL Exchange / Explant,Ophthalmology,PMJAY,6200,3,Secondary IOL / IOL Exchange / Explant,pmjay_hbp_2022
SE025A,IRIS Prolapse – Repair,Ophthalmology,PMJAY,4500,3,IRIS Prolapse – Repair,pmjay_hbp_2022
SE026A,Iridectomy,Ophthalmology,PMJAY,2000,3,Iridectomy,pmjay_hbp_2022
SE027A,Cyclocryotherapy Cyclophotocoagulation /,Ophthalmology,PMJAY,4700,3,Cyclocryotherapy Cyclophotocoagulation /,pmjay_hbp_2022
SE027B,"Glaucoma Surgery (Trabeculectomy only) with or without Mitomycin C, including...",Ophthalmology,PMJAY,14200,3,"Glaucoma Surgery (Trabeculectomy only) with or without Mitomycin C, including postoperative medications (and wherever for surgical 12 weeks or laser procedures required for bleb augmentation and anterior chamber maintenance)",pmjay_hbp_2022
SE027C,Glaucoma Shunt Surgery,Ophthalmology,PMJAY,16300,3,Glaucoma Shunt Surgery,pmjay_hbp_2022
SE027D,Pediatric Surgery Glaucoma,Ophthalmology,PMJAY,18800,3,Pediatric Surgery Glaucoma,pmjay_hbp_2022
SE028A,EUA for Confirmation of Pediatric Glaucoma,Ophthalmology,PMJAY,3000,3,EUA for Confirmation of Pediatric Glaucoma,pmjay_hbp_2022
SE029A,For retinal tear repair Per Eye Per Sitting,Ophthalmology,PMJAY,1500,3,For retinal tear repair Per Eye Per Sitting,pmjay_hbp_2022
SE029B,Pan Retinal Photocoagulation (PRP) - Retinal Laser including 3 sittings / pac...,Ophthalmology,PMJAY,8500,3,Pan Retinal Photocoagulation (PRP) - Retinal Laser including 3 sittings / package of retino laser photocoagulation (3 sittings per eye for both eyes),pmjay_hbp_2022
SE030A,ROP Laser - Per Eye,Ophthalmology,PMJAY,5000,3,ROP Laser - Per Eye,pmjay_hbp_2022
SE031A,Retinal Cryopexy,Ophthalmology,PMJAY,3800,3,Retinal Cryopexy,pmjay_hbp_2022
SE032A,Vitreoretinal Surgery (with Silicon Oil Insertion),Ophthalmology,PMJAY,25300,3,Vitreoretinal Surgery (with Silicon Oil Insertion),pmjay_hbp_2022
SE033A,SOR (Silicon Oil Removal),Ophthalmology,PMJAY,9300,3,SOR (Silicon Oil Removal),pmjay_hbp_2022
SE034A,Endophthalmitis (excluding Vitrectomy),Ophthalmology,PMJAY,5000,3,Endophthalmitis (excluding Vitrectomy),pmjay_hbp_2022
