code,name,specialty,schemes,cap_inr,length_of_stay_days,notes,source
MG020B,Pleural tuberculosis,Paediatrics,PMJAY,0,3,Pleural tuberculosis,pmjay_hbp_2022
MG021A,Urinary Tract Infection,Paediatrics,PMJAY,0,3,Urinary Tract Infection,pmjay_hbp_2022
MG022A,Viral Encephalitis,Paediatrics,PMJAY,0,3,Viral Encephalitis,pmjay_hbp_2022
MG023A,Septic Arthritis,Paediatrics,PMJAY,0,3,Septic Arthritis,pmjay_hbp_2022
MG024A,Skin and soft tissue infections,Paediatrics,PMJAY,0,3,Skin and soft tissue infections,pmjay_hbp_2022
MG025A,Recurrent vomiting with dehydration,Paediatrics,PMJAY,0,3,Recurrent vomiting with dehydration,pmjay_hbp_2022
MG026A,Pyrexia of unknown origin,Paediatrics,PMJAY,0,3,Pyrexia of unknown origin,pmjay_hbp_2022
MG027A,Bronchiectasis,Paediatrics,PMJAY,0,3,Bronchiectasis,pmjay_hbp_2022
MG028A,Acute bronchitis,Paediatrics,PMJAY,0,3,Acute bronchitis,pmjay_hbp_2022
MG029A,Acute excaberation of COPD,Pulmonary,PMJAY,0,3,Acute excaberation of COPD,pmjay_hbp_2022
MG030A,Acute excaberation of Interstitial Lung Disease,Paediatrics,PMJAY,0,3,Acute excaberation of Interstitial Lung Disease,pmjay_hbp_2022
MG031A,Bacterial Endocarditis,Cardiac,PMJAY,0,3,Bacterial Endocarditis,pmjay_hbp_2022
MG031B,Fungal Endocarditis,Cardiac,PMJAY,0,3,Fungal Endocarditis,pmjay_hbp_2022
MG032A,Vasculitis,Paediatrics,PMJAY,0,3,Vasculitis,pmjay_hbp_2022
MG033A,Acute pancreatitis,Paediatrics,PMJAY,0,3,Acute pancreatitis,pmjay_hbp_2022
MG033B,Chronic pancreatitis,Paediatrics,PMJAY,0,3,Chronic pancreatitis,pmjay_hbp_2022
MG034A,Ascites,Paediatrics,PMJAY,0,3,Ascites,pmjay_hbp_2022
MG035A,Acute transverse myelitis,Paediatrics,PMJAY,0,3,Acute transverse myelitis,pmjay_hbp_2022
MG036A,Atrial Fibrillation,Cardiac,PMJAY,0,3,Atrial Fibrillation,pmjay_hbp_2022
MG037A,Cardiac Tamponade,Cardiac,PMJAY,0,3,Cardiac Tamponade,pmjay_hbp_2022
MG038A,Congestive heart failure,Cardiac,PMJAY,0,3,Congestive heart failure,pmjay_hbp_2022
MG039A,Acute asthmatic attack,Paediatrics,PMJAY,0,3,Acute asthmatic attack,pmjay_hbp_2022
MG039B,Status asthmaticus,Paediatrics,PMJAY,0,3,Status asthmaticus,pmjay_hbp_2022
MG040A,Type 1 respiratory failure,Paediatrics,PMJAY,0,3,Type 1 respiratory failure,pmjay_hbp_2022
MG040B,Type 2 respiratory failure,Paediatrics,PMJAY,0,3,Type 2 respiratory failure,pmjay_hbp_2022
MG040C,"Due to any cause (pneumonia, asthma, COPD, ARDS, foreign body, injury etc",Paediatrics,PMJAY,0,3,"Due to any cause (pneumonia, asthma, COPD, ARDS, foreign body, injury etc.) poisoning, head",pmjay_hbp_2022
MG041A,Upper (conservative) GI bleeding,Paediatrics,PMJAY,0,3,Upper (conservative) GI bleeding,pmjay_hbp_2022
MG041B,Upper (endoscopic) GI bleeding,Paediatrics,PMJAY,0,3,Upper (endoscopic) GI bleeding,pmjay_hbp_2022
MG042A,Lower GI hemorrhage,Paediatrics,PMJAY,0,3,Lower GI hemorrhage,pmjay_hbp_2022
MG043A,Addison’s disease,Paediatrics,PMJAY,0,3,Addison’s disease,pmjay_hbp_2022
MG044A,Renal colic,Dialysis,PMJAY,0,1,Renal colic,pmjay_hbp_2022
MG045A,AKI / Renal failure,Dialysis,PMJAY,0,1,AKI / Renal failure,pmjay_hbp_2022
MG047A,Status epilepticus,Urology,PMJAY,0,3,Status epilepticus,pmjay_hbp_2022
MG049C,Acute ischemic stroke,Paediatrics,PMJAY,0,3,Acute ischemic stroke,pmjay_hbp_2022
MG049D,Acute hemorrhagic stroke,Neurosurgery,PMJAY,0,3,Acute hemorrhagic stroke,pmjay_hbp_2022
MG050A,Immune mediated CNS disorders,Paediatrics,PMJAY,0,3,Immune mediated CNS disorders,pmjay_hbp_2022
MG051A,Hydrocephalus,Paediatrics,PMJAY,0,3,Hydrocephalus,pmjay_hbp_2022
MG052A,Myxedema coma,Paediatrics,PMJAY,0,3,Myxedema coma,pmjay_hbp_2022
MG053A,Thyrotoxic crisis,Paediatrics,PMJAY,0,3,Thyrotoxic crisis,pmjay_hbp_2022
MG054A,Gout,General,PMJAY,0,3,Gout,pmjay_hbp_2022
MG055A,Pneumothorax,Paediatrics,PMJAY,0,3,Pneumothorax,pmjay_hbp_2022
MG056A,Neuromuscular Disorders,Urology,PMJAY,0,3,Neuromuscular Disorders,pmjay_hbp_2022
MG057A,Hypoglycemia,Paediatrics,PMJAY,0,3,Hypoglycemia,pmjay_hbp_2022
MG058A,Diabetic debridement Foot --,Endocrine,PMJAY,0,3,Diabetic debridement Foot --,pmjay_hbp_2022
MG059A,Diabetic ketoacidosis,Paediatrics,PMJAY,0,3,Diabetic ketoacidosis,pmjay_hbp_2022
MG060A,Hypercalcemia,Paediatrics,PMJAY,0,3,Hypercalcemia,pmjay_hbp_2022
MG060B,Hypocalcemia,Paediatrics,PMJAY,0,3,Hypocalcemia,pmjay_hbp_2022
MG060C,Hyponatremia,Paediatrics,PMJAY,0,3,Hyponatremia,pmjay_hbp_2022
MG060D,Hypernatremia,Paediatrics,PMJAY,0,3,Hypernatremia,pmjay_hbp_2022
MG060E,Hyperkalaemia,General,PMJAY,0,3,Hyperkalaemia,pmjay_hbp_2022
MG060F,Hypokalaemia,General,PMJAY,0,3,Hypokalaemia,pmjay_hbp_2022
MG061A,Hyperosmolar Non-Ketotic coma,Paediatrics,PMJAY,0,3,Hyperosmolar Non-Ketotic coma,pmjay_hbp_2022
MG062A,Accelerated hypertension,Paediatrics,PMJAY,0,3,Accelerated hypertension,pmjay_hbp_2022
MG063A,Hypertensive emergencies,Paediatrics,PMJAY,0,3,Hypertensive emergencies,pmjay_hbp_2022
MG064A,Severe anemia,Paediatrics,PMJAY,0,3,Severe anemia,pmjay_hbp_2022
MG065A,Sickle cell Anemia,Paediatrics,PMJAY,0,3,Sickle cell Anemia,pmjay_hbp_2022
MG066A,Anaphylaxis,Paediatrics,PMJAY,0,3,Anaphylaxis,pmjay_hbp_2022
MG067A,Heat stroke,Paediatrics,PMJAY,0,3,Heat stroke,pmjay_hbp_2022
MG068A,Systematic lupus erythematosus (SLE)/ Diffuse alveolar hemmorhage associated ...,Paediatrics,PMJAY,0,3,Systematic lupus erythematosus (SLE)/ Diffuse alveolar hemmorhage associated with SLE,pmjay_hbp_2022
MG069A,Guillain Barre syndrome (IVIG),Neurosurgery,PMJAY,0,3,Guillain Barre syndrome (IVIG),pmjay_hbp_2022
MG070A,Snake bite,Paediatrics,PMJAY,0,3,Snake bite,pmjay_hbp_2022
MG071A,Acute poisoning organophosphorus,Paediatrics,PMJAY,0,3,Acute poisoning organophosphorus,pmjay_hbp_2022
MG071B,Other poisonings,Paediatrics,PMJAY,0,3,Other poisonings,pmjay_hbp_2022
MG072B,Peritoneal Dialysis(catheter review ),Dialysis,PMJAY,500,1,Peritoneal Dialysis(catheter review ),pmjay_hbp_2022
MG072C,Acute Haemodialysis,Dialysis,PMJAY,1500,1,Acute Haemodialysis,pmjay_hbp_2022
MG072D,Chronic Haemodialysis,Dialysis,PMJAY,1500,1,Chronic Haemodialysis,pmjay_hbp_2022
MG073A,Plasmapheresis,Paediatrics,PMJAY,2000,3,Plasmapheresis,pmjay_hbp_2022
MG074A,Whole Blood transfusion,Paediatrics,PMJAY,2000,3,Whole Blood transfusion,pmjay_hbp_2022
MG074B,"Blood component including transfusion platelet (RDP, PC, SDP)",Paediatrics,PMJAY,2000,3,"Blood component including transfusion platelet (RDP, PC, SDP)",pmjay_hbp_2022
MG075A,"High end radiological diagnostic (CT, MRI, Imaging including nuclear imaging)",Cardiac,PMJAY,5000,3,"High end radiological diagnostic (CT, MRI, Imaging including nuclear imaging)",pmjay_hbp_2022
MG076A,High end histopathology (Biopsies) and advanced serology investigations,Cardiac,PMJAY,5000,3,High end histopathology (Biopsies) and advanced serology investigations,pmjay_hbp_2022
MG077A,Continuous renal replacement therapy in AKI disposable)per (initiation cost d...,Paediatrics,PMJAY,33000,3,Continuous renal replacement therapy in AKI disposable)per (initiation cost day for for maximum of 5 in one admission,pmjay_hbp_2022
MG078A,Alcoholic Liver Disease,ENT,PMJAY,0,3,Alcoholic Liver Disease,pmjay_hbp_2022
MG079A,Peripheral Arterial Thrombosis,General,PMJAY,0,3,Peripheral Arterial Thrombosis,pmjay_hbp_2022
MG081A,Arrhythmia,General,PMJAY,0,3,Arrhythmia,pmjay_hbp_2022
MG081B,CAD,General,PMJAY,0,3,CAD,pmjay_hbp_2022
MG082A,Bone marrow aspiration of biopsy,ENT,PMJAY,1200,1,Bone marrow aspiration of biopsy,pmjay_hbp_2022
MG083A,Lumbar puncture,ENT,PMJAY,100,3,Lumbar puncture,pmjay_hbp_2022
MG084A,Joint Aspiration,ENT,PMJAY,200,3,Joint Aspiration,pmjay_hbp_2022
MG085A,DVT Pneumatic Compression Stockings (Add on package in ICU),ENT,PMJAY,900,3,DVT Pneumatic Compression Stockings (Add on package in ICU),pmjay_hbp_2022
MG086A,Acute Ischemic Stoke,Neurosurgery,PMJAY,0,3,Acute Ischemic Stoke,pmjay_hbp_2022
MG086B,Acute ischemic stroke- intravenous Recombinant thrombolysis tissue - plasmino...,Neurosurgery,PMJAY,0,3,Acute ischemic stroke- intravenous Recombinant thrombolysis tissue - plasminogen activator,pmjay_hbp_2022
MG086C,Acute ischemic stroke- Intravenous thrombolysis- Tenecteplase,Neurosurgery,PMJAY,0,3,Acute ischemic stroke- Intravenous thrombolysis- Tenecteplase,pmjay_hbp_2022
MG087A,Venous sinus thrombosis,Neurosurgery,PMJAY,0,3,Venous sinus thrombosis,pmjay_hbp_2022
MG088A,Pyogenic Meningitis,Neurosurgery,PMJAY,0,3,Pyogenic Meningitis,pmjay_hbp_2022
MG089A,Fungal Meningitis,Neurosurgery,PMJAY,0,3,Fungal Meningitis,pmjay_hbp_2022
MG090A,Autoimmune encephalitis - Plasmapheresis,Neurosurgery,PMJAY,0,3,Autoimmune encephalitis - Plasmapheresis,pmjay_hbp_2022
MG090B,Autoimmune encephalitis - Immunoglubulin (IVIG),Neurosurgery,PMJAY,0,3,Autoimmune encephalitis - Immunoglubulin (IVIG),pmjay_hbp_2022
MG090C,Acute transverse myelitis/ Acute demyelinating encephalitis,Neurosurgery,PMJAY,0,3,Acute transverse myelitis/ Acute demyelinating encephalitis,pmjay_hbp_2022
MG091A,Acute Hematoma hemorrhagic evacuation stroke-,Neurosurgery,PMJAY,0,3,Acute Hematoma hemorrhagic evacuation stroke-,pmjay_hbp_2022
MG091B,Acute Extra ventricular hemorrhagic drainage stroke-,Neurosurgery,PMJAY,0,3,Acute Extra ventricular hemorrhagic drainage stroke-,pmjay_hbp_2022
MG092B,Myasthenic crisis - Immunoglobulins (IVIG),Neurosurgery,PMJAY,0,3,Myasthenic crisis - Immunoglobulins (IVIG),pmjay_hbp_2022
MG093A,Myasthenic crisis - Plasmapheresis,Neurosurgery,PMJAY,0,3,Myasthenic crisis - Plasmapheresis,pmjay_hbp_2022
MG094A,Tuberculous meningitis (Hydrocephalus – VP SHUNT/ EVD/Omaya),Neurosurgery,PMJAY,0,3,Tuberculous meningitis (Hydrocephalus – VP SHUNT/ EVD/Omaya),pmjay_hbp_2022
MG095A,Cholangitis,ENT,PMJAY,0,3,Cholangitis,pmjay_hbp_2022
MG096A,Intercostal drainage,Pulmonary,PMJAY,0,3,Intercostal drainage,pmjay_hbp_2022
MG096B,Bronchoscopy,Pulmonary,PMJAY,0,3,Bronchoscopy,pmjay_hbp_2022
MG097A,Endobronchial guided fine needle Ultrasound biopsy,Pulmonary,PMJAY,15700,1,Endobronchial guided fine needle Ultrasound biopsy,pmjay_hbp_2022
MG098A,PET scan,Oncology,PMJAY,0,1,PET scan,pmjay_hbp_2022
MG099A,Platelet pheresis,Paediatrics,PMJAY,11000,3,Platelet pheresis,pmjay_hbp_2022
MP001D,Acute non-febrile seizures,Paediatrics,PMJAY,0,3,Acute non-febrile seizures,pmjay_hbp_2022
MP003A,Acute Febrile encephalopathy,Paediatrics,PMJAY,0,3,Acute Febrile encephalopathy,pmjay_hbp_2022
MP003B,Acute Disseminated Encephalomyelitis,Paediatrics,PMJAY,0,3,Acute Disseminated Encephalomyelitis,pmjay_hbp_2022
MP004A,hypertensive/metabolic/fe brile/hepatic encephalopathy,Paediatrics,PMJAY,0,3,hypertensive/metabolic/fe brile/hepatic encephalopathy,pmjay_hbp_2022
MP005A,Acute meningo encephalitis pyogenic,Paediatrics,PMJAY,0,3,Acute meningo encephalitis pyogenic,pmjay_hbp_2022
MP005B,"Aseptic meningitis tubercular,",Paediatrics,PMJAY,0,3,"Aseptic meningitis tubercular,",pmjay_hbp_2022
MP005D,"Hypertensive encehalopathy viral,",Paediatrics,PMJAY,0,3,"Hypertensive encehalopathy viral,",pmjay_hbp_2022
MP005G,Brain abscess/Intracranial abscess/ Aseptic meningitis,Paediatrics,PMJAY,0,3,Brain abscess/Intracranial abscess/ Aseptic meningitis,pmjay_hbp_2022
MP006B,Partially meningitis treated pyogenic,Paediatrics,PMJAY,0,3,Partially meningitis treated pyogenic,pmjay_hbp_2022
MP006C,Neuro tuberculosis,Paediatrics,PMJAY,0,3,Neuro tuberculosis,pmjay_hbp_2022
MP006D,Complicated meningitis bacterial,Paediatrics,PMJAY,0,3,Complicated meningitis bacterial,pmjay_hbp_2022
MP006E,Acute meningitis,Paediatrics,PMJAY,0,3,Acute meningitis,pmjay_hbp_2022
MP008A,Raised ICP due to neuro surgical trauma/malignancies/ procedures/due to menin...,Paediatrics,PMJAY,0,3,Raised ICP due to neuro surgical trauma/malignancies/ procedures/due to meningo-encephalitis,pmjay_hbp_2022
MP011A,"neurocysticercosis, tumours brain",Paediatrics,PMJAY,0,3,"neurocysticercosis, tumours brain",pmjay_hbp_2022
MP015A,Juvenile myasthenia- requiring admission for work-up or in-patient care,Paediatrics,PMJAY,0,3,Juvenile myasthenia- requiring admission for work-up or in-patient care,pmjay_hbp_2022
MP018A,Acute asthma/Status asthmaticus,Paediatrics,PMJAY,0,3,Acute asthma/Status asthmaticus,pmjay_hbp_2022
MP020B,Steven Johnson syndrome,Paediatrics,PMJAY,0,3,Steven Johnson syndrome,pmjay_hbp_2022
MP021A,Acute abdomen pain,Paediatrics,PMJAY,0,3,Acute abdomen pain,pmjay_hbp_2022
MP023A,Unexplained hepatosplenomegaly- requiring admission for Work Up and/or in-pat...,Paediatrics,PMJAY,0,3,Unexplained hepatosplenomegaly- requiring admission for Work Up and/or in-patient management,pmjay_hbp_2022
MP024A,Neonatal/infantile cholestasis / Choledochal cysts,Paediatrics,PMJAY,0,3,Neonatal/infantile cholestasis / Choledochal cysts,pmjay_hbp_2022
MP026A,Nephrotic syndrome with peritonitis,Paediatrics,PMJAY,0,3,Nephrotic syndrome with peritonitis,pmjay_hbp_2022
MP026B,Steroid dependent or resistent,Paediatrics,PMJAY,0,3,Steroid dependent or resistent,pmjay_hbp_2022
MP027A,Haemolytic uremic syndrome,Paediatrics,PMJAY,0,3,Haemolytic uremic syndrome,pmjay_hbp_2022
MP039A,Acute rheumatic fever,Paediatrics,PMJAY,0,3,Acute rheumatic fever,pmjay_hbp_2022
MP039B,Rheumatic disease valvular heart,Paediatrics,PMJAY,0,3,Rheumatic disease valvular heart,pmjay_hbp_2022
MP040A,Cyanotic CHD spells without,Paediatrics,PMJAY,0,3,Cyanotic CHD spells without,pmjay_hbp_2022
MP043A,Kawasaki Disease,Paediatrics,PMJAY,0,3,Kawasaki Disease,pmjay_hbp_2022
MP047A,Acute laryngotracheobronchitis/A cute epiglottitis,Paediatrics,PMJAY,0,3,Acute laryngotracheobronchitis/A cute epiglottitis,pmjay_hbp_2022
MP050A,Uncomplicated steroid sensitive,Paediatrics,PMJAY,0,3,Uncomplicated steroid sensitive,pmjay_hbp_2022
SE043A,Vision Fundus Refraction-IOP &,Ophthalmology,PMJAY,800,3,Vision Fundus Refraction-IOP &,pmjay_hbp_2022
SE043B,Vision Refraction-IOP & Fundus OCT & Visual Fields,Ophthalmology,PMJAY,1500,3,Vision Refraction-IOP & Fundus OCT & Visual Fields,pmjay_hbp_2022
SE044A,"Vision refraction,fundus photo and OCT",Ophthalmology,PMJAY,1000,3,"Vision refraction,fundus photo and OCT",pmjay_hbp_2022
ID001A,Screening Test for COVID- 19 Infection,Infectious,PMJAY,1500,1,Screening Test for COVID- 19 Infection,pmjay_hbp_2022
ID001B,Test COVID-19 for Confirmation Infection of,Infectious,PMJAY,3000,3,Test COVID-19 for Confirmation Infection of,pmjay_hbp_2022
ID003A,Treatment of COVID-19 Infection,Infectious,PMJAY,0,3,Treatment of COVID-19 Infection,pmjay_hbp_2022
ID005A,Treatment of systemic fungal infections,Infectious,PMJAY,0,3,Treatment of systemic fungal infections,pmjay_hbp_2022
MG098A,PET scan,Oncology,PMJAY,0,1,PET scan,pmjay_hbp_2022
MM001A,Intellectual Disability (ID),Mental Health,PMJAY,0,3,Intellectual Disability (ID),pmjay_hbp_2022
MM002A,"Mental disorders - Organic, including symptomatic",Mental Health,PMJAY,0,3,"Mental disorders - Organic, including symptomatic",pmjay_hbp_2022
MM003A,"Schizophrenia, and delusional disorders schizotypal",Mental Health,PMJAY,0,3,"Schizophrenia, and delusional disorders schizotypal",pmjay_hbp_2022
MM004A,"Neurotic, and somatoform stress-related disorders",Mental Health,PMJAY,0,3,"Neurotic, and somatoform stress-related disorders",pmjay_hbp_2022
MM005A,Mood (affective) disorders,Mental Health,PMJAY,0,3,Mood (affective) disorders,pmjay_hbp_2022
MM006A,Behavioural syndromes associated physiological with disturbances and physical...,Mental Health,PMJAY,0,3,Behavioural syndromes associated physiological with disturbances and physical factors,pmjay_hbp_2022
MM007A,Mental and Behavioural disorders due to psychoactive substance use,Mental Health,PMJAY,0,3,Mental and Behavioural disorders due to psychoactive substance use,pmjay_hbp_2022
MM008A,"Package (Cognitive Tests, Complete Haemogram, Liver Function Test, Renal Func...",Mental Health,PMJAY,6600,3,"Package (Cognitive Tests, Complete Haemogram, Liver Function Test, Renal Function Test, Serum Electrolytes, Electro Cardiogram (ECG), CT / MRI Brain, Electroencephalogram, Thyroid Function Test, VDRL, HIV Test, Vitamin B12 levels, Folate levels, Lipid Profile, Homocysteine levels), serum Lithium level",pmjay_hbp_2022
MM009A,Electro Convulsive Therapy (ECT) - per session,Mental Health,PMJAY,3300,3,Electro Convulsive Therapy (ECT) - per session,pmjay_hbp_2022
MM010A,Autism Spectrum Disorder,Mental Health,PMJAY,0,3,Autism Spectrum Disorder,pmjay_hbp_2022
MM010B,Mixed Developmental Disorder,Mental Health,PMJAY,0,3,Mixed Developmental Disorder,pmjay_hbp_2022
MM010C,Tourette Syndrome / Chronic Tic Disorder,Mental Health,PMJAY,0,3,Tourette Syndrome / Chronic Tic Disorder,pmjay_hbp_2022
MM010D,Attention Deficit Hyperactivity Disorder (ADHD),Mental Health,PMJAY,0,3,Attention Deficit Hyperactivity Disorder (ADHD),pmjay_hbp_2022
MM010E,Specific Developmental Disorders,Mental Health,PMJAY,0,3,Specific Developmental Disorders,pmjay_hbp_2022
MM011A,Oppositional Defiant Disorder,Mental Health,PMJAY,0,3,Oppositional Defiant Disorder,pmjay_hbp_2022
MM011B,Conduct Disorder,Mental Health,PMJAY,0,3,Conduct Disorder,pmjay_hbp_2022
MM011C,Mixed Disorder of Conduct and Emotions,Mental Health,PMJAY,0,3,Mixed Disorder of Conduct and Emotions,pmjay_hbp_2022
MM011D,Anxiety and Depressive Disorders,Mental Health,PMJAY,0,3,Anxiety and Depressive Disorders,pmjay_hbp_2022
MM011E,Other Internalizing and Externalizing Disorders of Childhood and Adolescence,Mental Health,PMJAY,0,3,Other Internalizing and Externalizing Disorders of Childhood and Adolescence,pmjay_hbp_2022
MM012A,"Psychological, Behavioural and Developmental and Educational Interventions (T...",Mental Health,PMJAY,3300,3,"Psychological, Behavioural and Developmental and Educational Interventions (Typically Includes Child Counselling / Psychotherapy, Family Counselling / Psychotherapy / Training Such As Parent Management Training, Behavioral / Cognitive- Behavioral Interventions, Developmental Interventions Such As Early Intervention, Speech / Language Therapy, Occupational Therapy, Physiotherapy, Remediation For Specific Learning Disability and",pmjay_hbp_2022
MM013A,Common Medications Used in Management of Child Psycholoigical & Adult Disorde...,Mental Health,PMJAY,2200,3,Common Medications Used in Management of Child Psycholoigical & Adult DisordersiIncluding Anti- ADHD Medication,pmjay_hbp_2022
MM014A,"Psychological Assessments (Includes IQ Testing, Specific Learning Disability ...",Mental Health,PMJAY,2800,3,"Psychological Assessments (Includes IQ Testing, Specific Learning Disability Assessments, Assessments For Autism Spectrum Disorder, Developmental Assessments, Projective Tests and Other Tests Of Psychopathology), Other Psychosocial Assessments (Family, Schooling)",pmjay_hbp_2022
MN001A,Neonates 1800-2500g OR Neonates of any weight requiring closer monitoring or ...,Paediatrics,PMJAY,0,3,"Neonates 1800-2500g OR Neonates of any weight requiring closer monitoring or short-term care on mother's bedside for conditions like, but not limited to: o Birth asphyxia (need for positive pressure ventilation at birth; no HIE) o Moderate jaundice requiring phototherapy o Large for dates (>97 percentile) or Small for gestational age (less than 3rd centile) o Rule-out sepsis . o Investigations warranted because of antenatal scan findings. Includes activities listed",pmjay_hbp_2022
